permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,8.486,USD,GLOBEX,1.0,,,1.0,4243.0,2.0,0.0,-1258.486,SLD,#FRA40_M6,USD,20160509 03:03:11 EST,,-1250.0,98741.514,2424300.0,98741.514,4255.5,98750.0,98750.0,-1258.486
2,Paper,Paper,8.454,USD,GLOBEX,2.0,,,1.0,4227.0,2.0,0.0,-408.454,BOT,#FRA40_M6,USD,20160513 17:43:21 EST,,-400.0,98333.06,2847000.0,98333.06,4223.0,98350.0,98350.0,-408.454
3,Paper,Paper,8.454,USD,GLOBEX,3.0,,,1.0,4227.0,2.0,0.0,-108.454,BOT,#FRA40_M6,USD,20160513 19:17:36 EST,,-100.0,98224.606,3269700.0,98224.606,4226.0,98250.0,98250.0,-108.454
4,Paper,Paper,8.452,USD,GLOBEX,4.0,,,1.0,4226.0,2.0,0.0,-108.452,SLD,#FRA40_M6,USD,20160513 21:32:46 EST,,-100.0,98116.154,3692300.0,98116.154,4227.0,98150.0,98150.0,-108.452
5,Paper,Paper,8.454,USD,GLOBEX,5.0,,,1.0,4227.0,2.0,0.0,-108.454,BOT,#FRA40_M6,USD,20160514 02:05:15 EST,,-100.0,98007.7,4115000.0,98007.7,4226.0,98050.0,98050.0,-108.454
6,Paper,Paper,8.452,USD,GLOBEX,6.0,,,1.0,4226.0,2.0,0.0,-108.452,SLD,#FRA40_M6,USD,20160514 07:04:28 EST,,-100.0,97899.248,4537600.0,97899.248,4227.0,97950.0,97950.0,-108.452
7,Paper,Paper,8.452,USD,GLOBEX,7.0,,,1.0,4226.0,2.0,0.0,-108.452,SLD,#FRA40_M6,USD,20160514 14:22:54 EST,,-100.0,97790.796,4960200.0,97790.796,4227.0,97850.0,97850.0,-108.452
8,Paper,Paper,8.454,USD,GLOBEX,8.0,,,1.0,4227.0,2.0,0.0,-108.454,BOT,#FRA40_M6,USD,20160514 18:43:01 EST,,-100.0,97682.342,5382900.0,97682.342,4226.0,97750.0,97750.0,-108.454
9,Paper,Paper,8.454,USD,GLOBEX,9.0,,,1.0,4227.0,2.0,0.0,-108.454,BOT,#FRA40_M6,USD,20160514 20:36:59 EST,,-100.0,97573.888,5805600.0,97573.888,4226.0,97650.0,97650.0,-108.454
10,Paper,Paper,8.454,USD,GLOBEX,10.0,,,1.0,4227.0,2.0,0.0,-108.454,BOT,#FRA40_M6,USD,20160515 00:08:20 EST,,-100.0,97465.434,6228300.0,97465.434,4226.0,97550.0,97550.0,-108.454
11,Paper,Paper,8.454,USD,GLOBEX,11.0,,,1.0,4227.0,2.0,0.0,-108.454,BOT,#FRA40_M6,USD,20160515 17:59:20 EST,,-100.0,97248.526,7073700.0,97248.526,4226.0,97350.0,97350.0,-108.454
12,Paper,Paper,8.454,USD,GLOBEX,12.0,,,1.0,4227.0,2.0,0.0,-108.454,BOT,#FRA40_M6,USD,20160515 21:01:08 EST,,-100.0,97140.072,7496400.0,97140.072,4226.0,97250.0,97250.0,-108.454
13,Paper,Paper,8.927,USD,GLOBEX,13.0,,,1.0,4463.5,2.0,0.0,-1158.927,SLD,#FRA40_M6,USD,20160526 10:46:53 EST,,-1150.0,95981.145,7942750.0,95981.145,4475.0,96100.0,96100.0,-1158.927
14,Paper,Paper,8.963,USD,GLOBEX,14.0,,,1.0,4481.5,2.0,0.0,-408.963,SLD,#FRA40_M6,USD,20160527 13:54:35 EST,,-400.0,95572.182,8390900.0,95572.182,4485.5,95700.0,95700.0,-408.963
15,Paper,Paper,8.976,USD,GLOBEX,15.0,,,1.0,4488.0,2.0,0.0,391.024,SLD,#FRA40_M6,USD,20160527 19:40:17 EST,,400.0,95963.206,8839700.0,95963.206,4484.0,96100.0,96100.0,391.024
16,Paper,Paper,8.98,USD,GLOBEX,16.0,,,1.0,4490.0,2.0,0.0,-208.98,BOT,#FRA40_M6,USD,20160528 07:57:30 EST,,-200.0,95754.226,9288700.0,95754.226,4488.0,95900.0,95900.0,-208.98
