permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,135.3115,USD,BITCOIN,1.0,,,1.0,2706.23,20.0,-20.0,-135.3115,SLD,BTCUSD_btcnCNY,USD,20160409 21:35:16 EST,,0.0,99864.6885,1945875.4,99729.377,2706.23,100000.0,100000.0,-135.3115
2,Paper,Paper,135.096,USD,BITCOIN,2.0,,,1.0,2701.92,40.0,20.0,-48.896,BOT,BTCUSD_btcnCNY,USD,20160409 22:40:37 EST,,86.2,99815.7925,1945875.4,99680.6965,2701.92,100086.2,100086.2,-48.896
3,Paper,Paper,135.1175,USD,BITCOIN,3.0,,,1.0,2702.35,40.0,-20.0,-126.5175,SLD,BTCUSD_btcnCNY,USD,20160409 22:42:48 EST,,8.6,99689.275,1945875.4,99554.1575,2702.35,100094.8,100094.8,-126.5175
4,Paper,Paper,135.0275,USD,BITCOIN,4.0,,,1.0,2700.55,40.0,20.0,-99.0275,BOT,BTCUSD_btcnCNY,USD,20160409 22:54:24 EST,,36.0,99590.2475,1945875.4,99455.22,2700.55,100130.8,100130.8,-99.0275
5,Paper,Paper,135.0455,USD,BITCOIN,5.0,,,1.0,2700.91,40.0,-20.0,-127.8455,SLD,BTCUSD_btcnCNY,USD,20160409 22:56:47 EST,,7.19999999999,99462.402,1945875.4,99327.3565,2700.91,100138.0,100138.0,-127.8455
6,Paper,Paper,135.018,USD,BITCOIN,6.0,,,1.0,2700.36,40.0,20.0,-124.018,BOT,BTCUSD_btcnCNY,USD,20160409 23:06:07 EST,,11.0,99338.384,1945875.4,99203.366,2700.36,100149.0,100149.0,-124.018
7,Paper,Paper,135.0045,USD,BITCOIN,7.0,,,1.0,2700.09,40.0,-20.0,-140.4045,SLD,BTCUSD_btcnCNY,USD,20160409 23:07:27 EST,,-5.4,99197.9795,1945875.4,99062.975,2700.09,100143.6,100143.6,-140.4045
8,Paper,Paper,135.0355,USD,BITCOIN,8.0,,,1.0,2700.71,40.0,20.0,-147.4355,BOT,BTCUSD_btcnCNY,USD,20160409 23:37:01 EST,,-12.4,99050.544,1945875.4,98915.5085,2700.71,100131.2,100131.2,-147.4355
9,Paper,Paper,135.06,USD,BITCOIN,9.0,,,1.0,2701.2,40.0,-20.0,-125.26,SLD,BTCUSD_btcnCNY,USD,20160409 23:39:43 EST,,9.8,98925.284,1945875.4,98790.224,2701.2,100141.0,100141.0,-125.26
10,Paper,Paper,135.1375,USD,BITCOIN,10.0,,,1.0,2702.75,40.0,20.0,-166.1375,BOT,BTCUSD_btcnCNY,USD,20160410 00:20:08 EST,,-31.0,98759.1465,1945875.4,98624.009,2702.75,100110.0,100110.0,-166.1375
11,Paper,Paper,135.1185,USD,BITCOIN,11.0,,,1.0,2702.37,40.0,-20.0,-142.7185,SLD,BTCUSD_btcnCNY,USD,20160410 00:21:23 EST,,-7.6,98616.428,1945875.4,98481.3095,2702.37,100102.4,100102.4,-142.7185
12,Paper,Paper,135.0875,USD,BITCOIN,12.0,,,1.0,2701.75,40.0,20.0,-122.6875,BOT,BTCUSD_btcnCNY,USD,20160410 00:36:13 EST,,12.4,98493.7405,1945875.4,98359.6505,2701.75,100115.8,100114.8,-122.6875
13,Paper,Paper,135.0785,USD,BITCOIN,13.0,,,1.0,2701.57,40.0,-20.0,-138.6785,SLD,BTCUSD_btcnCNY,USD,20160410 00:37:35 EST,,-3.6,98355.062,1945875.4,98219.5825,2701.57,100110.8,100111.2,-138.6785
14,Paper,Paper,135.0865,USD,BITCOIN,14.0,,,1.0,2701.73,40.0,20.0,-138.2865,BOT,BTCUSD_btcnCNY,USD,20160410 00:54:02 EST,,-3.2,98216.7755,1945875.4,98081.689,2701.73,100108.0,100108.0,-138.2865
15,Paper,Paper,135.076,USD,BITCOIN,15.0,,,1.0,2701.52,40.0,-20.0,-139.276,SLD,BTCUSD_btcnCNY,USD,20160410 00:55:24 EST,,-4.2,98077.4995,1945875.4,97942.4235,2701.52,100103.8,100103.8,-139.276
16,Paper,Paper,135.205,USD,BITCOIN,16.0,,,1.0,2704.1,40.0,20.0,-186.805,BOT,BTCUSD_btcnCNY,USD,20160410 01:44:32 EST,,-51.6,97890.6945,1945875.4,97750.901,2704.1,100047.6,100052.2,-186.805
17,Paper,Paper,135.2,USD,BITCOIN,17.0,,,1.0,2704.0,40.0,-20.0,-137.2,SLD,BTCUSD_btcnCNY,USD,20160410 01:45:55 EST,,-2.0,97753.4945,1945875.4,97618.2945,2704.0,100050.2,100050.2,-137.2
18,Paper,Paper,135.2085,USD,BITCOIN,18.0,,,1.0,2704.17,40.0,20.0,-138.6085,BOT,BTCUSD_btcnCNY,USD,20160410 01:47:20 EST,,-3.4,97614.886,1945875.4,97479.6775,2704.17,100046.8,100046.8,-138.6085
19,Paper,Paper,135.215,USD,BITCOIN,19.0,,,1.0,2704.3,40.0,-20.0,-132.615,SLD,BTCUSD_btcnCNY,USD,20160410 01:48:46 EST,,2.6,97482.271,1945875.4,97347.056,2704.3,100049.4,100049.4,-132.615
20,Paper,Paper,135.1805,USD,BITCOIN,20.0,,,1.0,2703.61,40.0,20.0,-121.3805,BOT,BTCUSD_btcnCNY,USD,20160410 01:54:25 EST,,13.8,97360.8905,1945875.4,97225.71,2703.61,100063.2,100063.2,-121.3805
21,Paper,Paper,135.158,USD,BITCOIN,21.0,,,1.0,2703.16,40.0,-20.0,-144.158,SLD,BTCUSD_btcnCNY,USD,20160410 01:57:10 EST,,-9.00000000001,97216.7325,1945875.4,97081.5745,2703.16,100054.2,100054.2,-144.158
22,Paper,Paper,135.1545,USD,BITCOIN,22.0,,,1.0,2703.09,40.0,20.0,-133.7545,BOT,BTCUSD_btcnCNY,USD,20160410 02:01:25 EST,,1.39999999999,97082.978,1945875.4,96947.8235,2703.09,100055.6,100055.6,-133.7545
23,Paper,Paper,135.1965,USD,BITCOIN,23.0,,,1.0,2703.93,40.0,-20.0,-118.3965,SLD,BTCUSD_btcnCNY,USD,20160410 02:02:49 EST,,16.8,96964.5815,1945875.4,96829.385,2703.93,100072.4,100072.4,-118.3965
24,Paper,Paper,135.1935,USD,BITCOIN,24.0,,,1.0,2703.87,40.0,20.0,-133.9935,BOT,BTCUSD_btcnCNY,USD,20160410 02:11:08 EST,,1.2,96830.588,1945875.4,96695.3945,2703.87,100073.6,100073.6,-133.9935
25,Paper,Paper,135.228,USD,BITCOIN,25.0,,,1.0,2704.56,40.0,-20.0,-121.428,SLD,BTCUSD_btcnCNY,USD,20160410 02:16:46 EST,,13.8,96709.16,1945875.4,96573.932,2704.56,100087.4,100087.4,-121.428
