Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency
20160323 05:41:16 EST,paperUSD,20000.0,20000.0,400000.0,0,0.0,0.0,USD
20160323 05:41:16 EST,paperUSD,19998.0,20000.0,388809.8,0,-2.0,0.0,USD
20160323 09:39:43 EST,paperUSD,19992.3,19996.3,400003.7,0,-7.7,-3.7,USD
20160323 09:39:43 EST,paperUSD,19990.3,19996.3,388809.8,0,-9.7,-3.7,USD
20160323 10:03:37 EST,paperUSD,19974.9,19982.9,399990.3,0,-25.1,-17.1,USD
20160323 10:03:37 EST,paperUSD,19972.9,19982.9,388809.8,0,-27.1,-17.1,USD
20160323 10:28:47 EST,paperUSD,19977.8,19989.8,399983.4,0,-22.2,-10.2,USD
20160323 10:28:47 EST,paperUSD,19975.8,19989.8,388809.8,0,-24.2,-10.2,USD
20160323 10:54:58 EST,paperUSD,19981.1,19997.1,399990.7,0,-18.9,-2.9,USD
20160323 10:54:58 EST,paperUSD,19979.1,19997.1,388809.8,0,-20.9,-2.9,USD
20160323 13:25:30 EST,paperUSD,19978.5,19998.5,399989.3,0,-21.5,-1.5,USD
20160323 13:25:30 EST,paperUSD,19976.5,19998.5,388809.8,0,-23.5,-1.5,USD
20160323 13:53:18 EST,paperUSD,19975.3,19999.3,399990.1,0,-24.7,-0.699999999999,USD
20160323 13:53:18 EST,paperUSD,19973.3,19999.3,388809.8,0,-26.7,-0.699999999999,USD
20160323 14:54:00 EST,paperUSD,19967.8,19995.8,399993.6,0,-32.2,-4.2,USD
20160323 14:54:00 EST,paperUSD,19965.8,19995.8,388809.8,0,-34.2,-4.2,USD
20160323 15:22:48 EST,paperUSD,19962.5,19994.5,399992.3,0,-37.5,-5.5,USD
20160323 15:22:48 EST,paperUSD,19960.5,19994.5,388809.8,0,-39.5,-5.5,USD
20160323 15:47:16 EST,paperUSD,19962.0,19998.0,399988.8,0,-38.0,-2.0,USD
20160323 15:47:16 EST,paperUSD,19960.0,19998.0,388809.8,0,-40.0,-2.0,USD
20160323 16:11:03 EST,paperUSD,19956.0,19996.0,399986.8,0,-44.0,-4.0,USD
20160323 16:11:03 EST,paperUSD,19954.0,19996.0,388809.8,0,-46.0,-4.0,USD
20160323 16:36:57 EST,paperUSD,19947.0,19991.0,399991.8,0,-53.0,-9.0,USD
