Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency,mark_to_mkt,pure_mark_to_mkt,pure_unr_pnl
20160504 20:59:18 EST,paperUSD,100000.0,100000.0,2000000.0,0,0.0,0.0,USD,100000.0,100000.0,0
20160505 03:23:46 EST,paperUSD,97959.14598,98000.0,4042701.0,0,-2040.85402,-2000.0,USD,97959.14598,98000.0,0
20160505 03:39:41 EST,paperUSD,95918.33196,96000.0,6083402.0,0,-4081.66804,-4000.0,USD,95918.33196,96000.0,0
20160506 01:15:56 EST,paperUSD,119627.99294,119750.0,8100353.0,0,19627.99294,19750.0,USD,119627.99294,119750.0,0
20160506 01:32:32 EST,paperUSD,119587.65392,119750.0,10117304.0,0,19587.65392,19750.0,USD,119587.65392,119750.0,0
20160506 02:03:47 EST,paperUSD,120146.3269,120349.0,12133655.0,0,20146.3269,20349.0,USD,120146.3269,120349.0,0
20160506 02:20:42 EST,paperUSD,120205.99788,120449.0,14150106.0,0,20205.99788,20449.0,USD,120205.99788,120449.0,0
20160506 03:39:24 EST,paperUSD,126365.79286,126649.0,16160357.0,0,26365.79286,26649.0,USD,126365.79286,126649.0,0
20160506 03:54:56 EST,paperUSD,123724.63986,124048.0,18168007.0,0,23724.63986,24048.0,USD,123724.63986,124048.0,0
20160506 04:28:02 EST,paperUSD,121183.43684,121547.0,20178158.0,0,21183.43684,21547.0,USD,121183.43684,121547.0,0
20160506 04:46:07 EST,paperUSD,120643.24382,121047.0,22187809.0,0,20643.24382,21047.0,USD,120643.24382,121047.0,0
20160506 05:15:48 EST,paperUSD,121803.0748,122247.0,24196260.0,0,21803.0748,22247.0,USD,121803.0748,122247.0,0
20160506 06:35:52 EST,paperUSD,114063.05978,114547.0,26197011.0,0,14063.05978,14547.0,USD,114063.05978,114547.0,0
20160506 06:50:43 EST,paperUSD,113023.02476,113547.0,28198762.0,0,13023.02476,13547.0,USD,113023.02476,113547.0,0
20160506 07:08:45 EST,paperUSD,110283.04374,110847.0,30197813.0,0,10283.04374,10847.0,USD,110283.04374,110847.0,0
20160506 09:15:17 EST,paperUSD,107543.00872,108147.0,32199564.0,0,7543.00872,8147.0,USD,107543.00872,108147.0,0
