trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,currency,balance,commission,margin_available,mark_to_mkt,pure_mark_to_mkt,pure_unr_pnl,purebalance,unr_pnl
1.0,-374.581,20160505 02:12:00 EST,20160505 02:12:00 EST,20160505 02:12:00 EST,6143.5,,#UK100_M6,long,,20160504 20:56:30 EST,closed,20160504 20:56:30 EST,6147.0,,,2.0,2.0,,#UK100_M6,,-350.0,-2.0,USD,99637.713,24.581,2614350.0,99637.713,99650.0,,99650.0,
2.0,-374.581,20160505 02:27:10 EST,20160505 02:27:10 EST,20160505 02:27:10 EST,6147.0,,#UK100_M6,short,,20160505 02:12:00 EST,closed,20160505 02:12:00 EST,6143.5,,,2.0,2.0,,#UK100_M6,,-350.0,2.0,USD,99275.419,24.581,3229050.0,99275.419,99300.0,,99300.0,
3.0,-374.581,20160505 03:00:16 EST,20160505 03:00:16 EST,20160505 03:00:16 EST,6143.5,,#UK100_M6,long,,20160505 02:27:10 EST,closed,20160505 02:27:10 EST,6147.0,,,2.0,2.0,,#UK100_M6,,-350.0,-2.0,USD,98913.132,24.581,3843400.0,98913.132,98950.0,,98950.0,
4.0,-374.581,20160505 03:15:08 EST,20160505 03:15:08 EST,20160505 03:15:08 EST,6147.0,,#UK100_M6,short,,20160505 03:00:16 EST,closed,20160505 03:00:16 EST,6143.5,,,2.0,2.0,,#UK100_M6,,-350.0,2.0,USD,98550.838,24.581,4458100.0,98550.838,98600.0,,98600.0,
5.0,-374.581,20160505 04:47:30 EST,20160505 04:47:30 EST,20160505 04:47:30 EST,6143.5,,#UK100_M6,long,,20160505 03:15:08 EST,closed,20160505 03:15:08 EST,6147.0,,,2.0,2.0,,#UK100_M6,,-350.0,-2.0,USD,98188.551,24.581,5072450.0,98188.551,98250.0,,98250.0,
6.0,-374.581,20160505 04:59:44 EST,20160505 04:59:44 EST,20160505 04:59:44 EST,6147.0,,#UK100_M6,short,,20160505 04:47:30 EST,closed,20160505 04:47:30 EST,6143.5,,,2.0,2.0,,#UK100_M6,,-350.0,2.0,USD,97826.257,24.581,5687150.0,97826.257,97900.0,,97900.0,
7.0,-374.581,20160505 05:40:35 EST,20160505 05:40:35 EST,20160505 05:40:35 EST,6143.5,,#UK100_M6,long,,20160505 04:59:44 EST,closed,20160505 04:59:44 EST,6147.0,,,2.0,2.0,,#UK100_M6,,-350.0,-2.0,USD,97463.97,24.581,6301500.0,97463.97,97550.0,,97550.0,
8.0,-374.581,20160505 05:58:34 EST,20160505 05:58:34 EST,20160505 05:58:34 EST,6147.0,,#UK100_M6,short,,20160505 05:40:35 EST,closed,20160505 05:40:35 EST,6143.5,,,2.0,2.0,,#UK100_M6,,-350.0,2.0,USD,97101.676,24.581,6916200.0,97101.676,97200.0,,97200.0,
9.0,-374.581,20160505 06:12:17 EST,20160505 06:12:17 EST,20160505 06:12:17 EST,6143.5,,#UK100_M6,long,,20160505 05:58:34 EST,closed,20160505 05:58:34 EST,6147.0,,,2.0,2.0,,#UK100_M6,,-350.0,-2.0,USD,96739.389,24.581,7530550.0,96739.389,96850.0,,96850.0,
10.0,-374.581,20160505 06:28:14 EST,20160505 06:28:14 EST,20160505 06:28:14 EST,6147.0,,#UK100_M6,short,,20160505 06:12:17 EST,closed,20160505 06:12:17 EST,6143.5,,,2.0,2.0,,#UK100_M6,,-350.0,2.0,USD,96377.095,24.581,8145250.0,96377.095,96500.0,,96500.0,
11.0,-374.581,20160505 13:47:43 EST,20160505 13:47:43 EST,20160505 13:47:43 EST,6143.5,,#UK100_M6,long,,20160505 06:28:14 EST,closed,20160505 06:28:14 EST,6147.0,,,2.0,2.0,,#UK100_M6,,-350.0,-2.0,USD,96014.808,24.581,8759600.0,96014.808,96150.0,,96150.0,
12.0,-374.581,20160505 14:03:51 EST,20160505 14:03:51 EST,20160505 14:03:51 EST,6147.0,,#UK100_M6,short,,20160505 13:47:43 EST,closed,20160505 13:47:43 EST,6143.5,,,2.0,2.0,,#UK100_M6,,-350.0,2.0,USD,95652.514,24.581,9374300.0,95652.514,95800.0,,95800.0,
13.0,-374.581,20160505 21:40:19 EST,20160505 21:40:19 EST,20160505 21:40:19 EST,6143.5,,#UK100_M6,long,,20160505 14:03:51 EST,closed,20160505 14:03:51 EST,6147.0,,,2.0,2.0,,#UK100_M6,,-350.0,-2.0,USD,95290.227,24.581,9988650.0,95290.227,95450.0,,95450.0,
14.0,-374.581,20160505 22:06:38 EST,20160505 22:06:38 EST,20160505 22:06:38 EST,6147.0,,#UK100_M6,short,,20160505 21:40:19 EST,closed,20160505 21:40:19 EST,6143.5,,,2.0,2.0,,#UK100_M6,,-350.0,2.0,USD,94927.933,24.581,10603350.0,94927.933,95100.0,,95100.0,
15.0,-374.581,20160505 23:57:42 EST,20160505 23:57:42 EST,20160505 23:57:42 EST,6143.5,,#UK100_M6,long,,20160505 22:06:38 EST,closed,20160505 22:06:38 EST,6147.0,,,2.0,2.0,,#UK100_M6,,-350.0,-2.0,USD,94565.646,24.581,11217700.0,94565.646,94750.0,,94750.0,
