permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,113.969,20000.0,-20000.0,-2.0,SLD,CHF,JPY,20160425 07:07:05 EST,,0.0,99998.0,1979485.58,99986.82,113.969,99990.82,100000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,114.029,20000.0,0.0,-12.8,BOT,CHF,JPY,20160425 07:16:29 EST,,-10.8,99985.2,2000010.8,99985.2,113.969,99989.2,99989.2,-12.8
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,111.585,20000.0,-20000.0,-2.0,SLD,CHF,JPY,20160502 13:45:12 EST,,0.0,99983.2,1979925.5,99979.22,111.585,99987.22,99989.2,-2.0
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,111.512,20000.0,0.0,11.14,BOT,CHF,JPY,20160502 14:01:18 EST,,13.14,99994.34,1999997.66,99994.34,111.585,100002.34,100002.34,11.14
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,111.5,20000.0,20000.0,-2.0,BOT,CHF,JPY,20160502 16:25:22 EST,,0.0,99992.34,1979927.66,99987.1,111.5,99999.1,100002.34,-2.0
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,111.498,40000.0,-20000.0,-2.36,SLD,CHF,JPY,20160502 16:57:19 EST,,-0.360000000002,99989.98,1979927.66,99986.18,111.498,100000.18,100001.98,-2.36
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,111.531,20000.0,0.0,-7.94,BOT,CHF,JPY,20160502 17:45:18 EST,,-5.94,99982.04,2000003.24,99982.04,111.498,99996.04,99996.04,-7.94
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,111.449,20000.0,-20000.0,-2.0,SLD,CHF,JPY,20160502 18:01:20 EST,,0.0,99980.04,1979942.42,99973.72,111.449,99991.72,99996.04,-2.0
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,111.479,20000.0,0.0,-7.4,BOT,CHF,JPY,20160502 18:17:23 EST,,-5.4,99972.64,2000008.64,99972.64,111.449,99990.64,99990.64,-7.4
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,111.45,20000.0,-20000.0,-2.0,SLD,CHF,JPY,20160502 18:33:26 EST,,0.0,99970.64,1979947.64,99967.02,111.45,99989.02,99990.64,-2.0
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,111.458,40000.0,20000.0,-3.44,BOT,CHF,JPY,20160502 18:49:19 EST,,-1.44,99967.2,1979947.64,99963.04,111.458,99987.04,99989.2,-3.44
12,Paper,Paper,2.0,USD,IDEALPRO,12.0,,,1.0,111.455,20000.0,0.0,-2.54,SLD,CHF,JPY,20160502 19:37:21 EST,,-0.54,99964.66,2000009.54,99964.66,111.458,99988.66,99988.66,-2.54
13,Paper,Paper,2.0,USD,IDEALPRO,13.0,,,1.0,111.444,20000.0,-20000.0,-2.0,SLD,CHF,JPY,20160502 19:53:30 EST,,0.0,99962.66,1979949.62,99958.86,111.444,99986.86,99988.66,-2.0
14,Paper,Paper,2.0,USD,IDEALPRO,14.0,,,1.0,111.172,20000.0,0.0,46.96,BOT,CHF,JPY,20160502 20:25:14 EST,,48.96,100009.62,1999960.58,100009.62,111.444,100037.62,100037.62,46.96
15,Paper,Paper,2.0,USD,IDEALPRO,15.0,,,1.0,111.192,20000.0,-20000.0,-2.0,SLD,CHF,JPY,20160502 20:41:15 EST,,0.0,100007.62,1979946.02,100004.0,111.192,100036.0,100037.62,-2.0
16,Paper,Paper,2.0,USD,IDEALPRO,16.0,,,1.0,111.337,40000.0,20000.0,-28.1,BOT,CHF,JPY,20160502 21:29:17 EST,,-26.1,99979.52,1979946.02,99977.34,111.337,100011.34,100011.52,-28.1
17,Paper,Paper,2.0,USD,IDEALPRO,17.0,,,1.0,111.287,40000.0,-20000.0,-11.0,SLD,CHF,JPY,20160502 23:02:10 EST,,-9.0,99968.52,1979946.02,99963.64,111.287,99999.64,100002.52,-11.0
18,Paper,Paper,2.0,USD,IDEALPRO,18.0,,,1.0,111.268,40000.0,20000.0,1.42,BOT,CHF,JPY,20160503 00:22:22 EST,,3.42,99969.94,1979946.02,99966.86,111.268,100004.86,100005.94,1.42
19,Paper,Paper,2.0,USD,IDEALPRO,19.0,,,1.0,111.145,40000.0,-20000.0,-24.14,SLD,CHF,JPY,20160503 00:38:33 EST,,-22.14,99945.8,1979946.02,99938.4,111.145,99978.4,99983.8,-24.14
20,Paper,Paper,2.0,USD,IDEALPRO,20.0,,,1.0,110.963,40000.0,20000.0,30.76,BOT,CHF,JPY,20160503 01:26:26 EST,,32.76,99976.56,1979946.02,99976.0,110.963,100018.0,100016.56,30.76
21,Paper,Paper,2.0,USD,IDEALPRO,21.0,,,1.0,111.851,40000.0,20000.0,-58.16,BOT,CHF,JPY,20160511 10:38:16 EST,,-56.16,99918.4,1979946.02,99904.61,111.851,99948.61,99960.4,-58.16
22,Paper,Paper,2.0,USD,IDEALPRO,22.0,,,1.0,111.814,40000.0,-20000.0,-8.66,SLD,CHF,JPY,20160511 10:54:51 EST,,-6.66,99909.74,1979946.02,99909.63,111.814,99955.63,99953.74,-8.66
23,Paper,Paper,2.0,USD,IDEALPRO,23.0,,,1.0,111.658,40000.0,20000.0,26.08,BOT,CHF,JPY,20160511 14:51:15 EST,,28.08,99935.82,1979946.02,99926.62,111.658,99974.62,99981.82,26.08
24,Paper,Paper,2.0,USD,IDEALPRO,24.0,,,1.0,111.691,40000.0,-20000.0,3.94,SLD,CHF,JPY,20160511 15:08:40 EST,,5.94,99939.76,1979946.02,99936.86,111.691,99986.86,99987.76,3.94
25,Paper,Paper,2.0,USD,IDEALPRO,25.0,,,1.0,111.631,20000.0,0.0,8.8,BOT,CHF,JPY,20160511 15:55:07 EST,,10.8,99948.56,2000039.6,99948.56,111.691,99998.56,99998.56,8.8
26,Paper,Paper,2.0,USD,IDEALPRO,26.0,,,1.0,111.753,40000.0,-20000.0,16.0,SLD,CHF,JPY,20160511 22:34:48 EST,,18.0,99962.56,1979942.06,99954.08,111.753,100010.08,100016.56,16.0
27,Paper,Paper,2.0,USD,IDEALPRO,27.0,,,1.0,111.912,40000.0,20000.0,-30.62,BOT,CHF,JPY,20160511 23:54:14 EST,,-28.62,99931.94,1979942.06,99921.12,111.912,99979.12,99987.94,-30.62
28,Paper,Paper,2.0,USD,IDEALPRO,28.0,,,1.0,111.901,20000.0,0.0,-3.98,SLD,CHF,JPY,20160512 00:13:43 EST,,-1.98,99927.96,2000084.24,99927.96,111.912,99985.96,99985.96,-3.98
29,Paper,Paper,2.0,USD,IDEALPRO,29.0,,,1.0,111.941,20000.0,20000.0,-2.0,BOT,CHF,JPY,20160512 00:25:05 EST,,0.0,99925.96,1979934.86,99919.28,111.941,99981.28,99985.96,-2.0
30,Paper,Paper,2.0,USD,IDEALPRO,30.0,,,1.0,112.095,20000.0,0.0,25.72,SLD,CHF,JPY,20160512 01:13:39 EST,,27.72,99951.68,2000111.96,99951.68,111.941,100013.68,100013.68,25.72
