permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl
1,Paper,Paper,19.42857168,USD,IDEALPRO,1.0,,,1.0,0.95972,1000000.0,-1000000.0,-19.42857168,SLD,USD,CHF,20160330 10:39:09 EST,,0.0,19980.5714283,-571428.584,0.95972,20000.0,-19.42857168
2,Paper,Paper,19.46075964,USD,IDEALPRO,2.0,,,1.0,0.96131,1000000.0,0.0,-1628.85875964,BOT,USD,CHF,20160330 10:55:12 EST,,-1609.398,18351.7126687,401609.398,0.95972,18390.602,-1628.85875964
3,Paper,Paper,19.52270628,USD,IDEALPRO,3.0,,,1.0,0.96437,1000000.0,-1000000.0,-19.52270628,SLD,USD,CHF,20160330 14:08:59 EST,,0.0,18332.1899624,-574525.916,0.96437,18390.602,-19.52270628
4,Paper,Paper,19.51784772,USD,IDEALPRO,4.0,,,1.0,0.96413,1000000.0,0.0,223.41015228,BOT,USD,CHF,20160330 14:16:03 EST,,242.928,18555.6001147,401366.47,0.96437,18633.53,223.41015228
5,Paper,Paper,19.5071184,USD,IDEALPRO,5.0,,,1.0,0.9636,1000000.0,-1000000.0,-19.5071184,SLD,USD,CHF,20160330 14:35:40 EST,,0.0,18536.0929963,-573989.45,0.9636,18633.53,-19.5071184
6,Paper,Paper,19.5071184,USD,IDEALPRO,6.0,,,1.0,0.9636,1000000.0,0.0,-19.5071184,BOT,USD,CHF,20160330 14:36:40 EST,,0.0,18516.5858779,401366.47,0.9636,18633.53,-19.5071184
7,Paper,Paper,19.50529644,USD,IDEALPRO,7.0,,,1.0,0.96351,1000000.0,-1000000.0,-19.50529644,SLD,USD,CHF,20160330 14:38:11 EST,,0.0,18497.0805815,-573898.352,0.96351,18633.53,-19.50529644
8,Paper,Paper,19.510155,USD,IDEALPRO,8.0,,,1.0,0.96375,1000000.0,0.0,-262.438155,BOT,USD,CHF,20160330 14:41:12 EST,,-242.928,18234.6424265,401609.398,0.96351,18390.602,-262.438155
9,Paper,Paper,19.50954768,USD,IDEALPRO,9.0,,,1.0,0.96372,1000000.0,-1000000.0,-19.50954768,SLD,USD,CHF,20160330 14:42:13 EST,,0.0,18215.1328788,-573867.986,0.96372,18390.602,-19.50954768
10,Paper,Paper,19.51298916,USD,IDEALPRO,10.0,,,1.0,0.96389,1000000.0,0.0,-191.58698916,BOT,USD,CHF,20160330 14:44:44 EST,,-172.074,18023.5458896,401781.472,0.96372,18218.528,-191.58698916
11,Paper,Paper,19.5061062,USD,IDEALPRO,11.0,,,1.0,0.96355,1000000.0,-1000000.0,-19.5061062,SLD,USD,CHF,20160330 14:46:45 EST,,0.0,18004.0397834,-573523.838,0.96355,18218.528,-19.5061062
12,Paper,Paper,19.51744284,USD,IDEALPRO,12.0,,,1.0,0.96411,1000000.0,0.0,-586.34944284,BOT,USD,CHF,20160330 15:11:52 EST,,-566.832,17417.6903406,402348.304,0.96355,17651.696,-586.34944284
13,Paper,Paper,19.51562088,USD,IDEALPRO,13.0,,,1.0,0.96402,1000000.0,-1000000.0,-19.51562088,SLD,USD,CHF,20160330 15:34:58 EST,,0.0,17398.1747197,-573432.74,0.96402,17651.696,-19.51562088
14,Paper,Paper,19.51966968,USD,IDEALPRO,14.0,,,1.0,0.96422,1000000.0,0.0,-221.95966968,BOT,USD,CHF,20160330 15:38:02 EST,,-202.44,17176.21505,402550.744,0.96402,17449.256,-221.95966968
15,Paper,Paper,19.52149164,USD,IDEALPRO,15.0,,,1.0,0.96431,1000000.0,-1000000.0,-19.52149164,SLD,USD,CHF,20160330 15:53:35 EST,,0.0,17156.6935584,-573523.838,0.96431,17449.256,-19.52149164
16,Paper,Paper,19.53282828,USD,IDEALPRO,16.0,,,1.0,0.96487,1000000.0,0.0,-586.36482828,BOT,USD,CHF,20160330 16:19:12 EST,,-566.832,16570.3287301,403117.576,0.96431,16882.424,-586.36482828
17,Paper,Paper,19.53080388,USD,IDEALPRO,17.0,,,1.0,0.96477,1000000.0,-1000000.0,-19.53080388,SLD,USD,CHF,20160330 16:36:47 EST,,0.0,16550.7979262,-573422.618,0.96477,16882.424,-19.53080388
18,Paper,Paper,19.5283746,USD,IDEALPRO,18.0,,,1.0,0.96465,1000000.0,0.0,101.9356254,BOT,USD,CHF,20160330 16:41:49 EST,,121.464,16652.7335516,402996.112,0.96477,17003.888,101.9356254
19,Paper,Paper,19.53303072,USD,IDEALPRO,19.0,,,1.0,0.96488,1000000.0,-1000000.0,-19.53303072,SLD,USD,CHF,20160330 17:34:59 EST,,0.0,16633.2005209,-573655.424,0.96488,17003.888,-19.53303072
20,Paper,Paper,19.53546,USD,IDEALPRO,20.0,,,1.0,0.965,1000000.0,0.0,-140.99946,BOT,USD,CHF,20160330 17:54:36 EST,,-121.464,16492.2010609,403117.576,0.96488,16882.424,-140.99946
21,Paper,Paper,19.53323316,USD,IDEALPRO,21.0,,,1.0,0.96489,1000000.0,-1000000.0,-19.53323316,SLD,USD,CHF,20160330 18:16:41 EST,,0.0,16472.6678277,-573544.082,0.96489,16882.424,-19.53323316
22,Paper,Paper,19.54639176,USD,IDEALPRO,22.0,,,1.0,0.96554,1000000.0,0.0,-677.47639176,BOT,USD,CHF,20160330 18:18:12 EST,,-657.93,15795.1914359,403775.506,0.96489,16224.494,-677.47639176
23,Paper,Paper,19.53829416,USD,IDEALPRO,23.0,,,1.0,0.96514,1000000.0,-1000000.0,-19.53829416,SLD,USD,CHF,20160330 18:18:42 EST,,0.0,15775.6531417,-573139.202,0.96514,16224.494,-19.53829416
24,Paper,Paper,19.53687708,USD,IDEALPRO,24.0,,,1.0,0.96507,2000000.0,1000000.0,51.31712292,BOT,USD,CHF,20160330 19:13:00 EST,,70.854,15826.9702646,-573139.202,0.96507,16295.348,51.31712292
25,Paper,Paper,19.5364722,USD,IDEALPRO,25.0,,,1.0,0.96505,2000000.0,-1000000.0,-39.7804722001,SLD,USD,CHF,20160330 19:13:30 EST,,-20.2440000001,15787.1897924,-573139.202,0.96505,16275.104,-39.7804722001
26,Paper,Paper,19.5243258,USD,IDEALPRO,26.0,,,1.0,0.96445,2000000.0,1000000.0,587.7956742,BOT,USD,CHF,20160330 20:20:22 EST,,607.32,16374.9854666,-573139.202,0.96445,16882.424,587.7956742
27,Paper,Paper,19.54882104,USD,IDEALPRO,27.0,,,1.0,0.96566,1000000.0,0.0,1205.21317896,SLD,USD,CHF,20160330 22:01:49 EST,,1224.762,17580.1986456,404301.85,0.96445,18107.186,1205.21317896
28,Paper,Paper,19.55428692,USD,IDEALPRO,28.0,,,1.0,0.96593,1000000.0,1000000.0,-19.55428692,BOT,USD,CHF,20160330 22:26:00 EST,,0.0,17560.6443587,-573412.496,0.96593,18107.186,-19.55428692
29,Paper,Paper,19.54942836,USD,IDEALPRO,29.0,,,1.0,0.96569,1000000.0,0.0,-262.47742836,SLD,USD,CHF,20160330 22:33:32 EST,,-242.928,17298.1669303,404058.922,0.96593,17864.258,-262.47742836
30,Paper,Paper,19.54942836,USD,IDEALPRO,30.0,,,1.0,0.96569,1000000.0,1000000.0,-19.54942836,BOT,USD,CHF,20160331 00:18:38 EST,,0.0,17278.6175019,-573412.496,0.96569,17864.258,-19.54942836
31,Paper,Paper,19.49679396,USD,IDEALPRO,31.0,,,1.0,0.96309,2000000.0,-1000000.0,-2651.21679396,SLD,USD,CHF,20160331 04:37:09 EST,,-2631.72,14627.4007079,-573412.496,0.96309,15232.538,-2651.21679396
32,Paper,Paper,19.4980086,USD,IDEALPRO,32.0,,,1.0,0.96315,2000000.0,1000000.0,-80.2300085999,BOT,USD,CHF,20160331 05:34:12 EST,,-60.7319999999,14547.1706993,-573412.496,0.96315,15171.806,-80.2300085999
33,Paper,Paper,19.49578176,USD,IDEALPRO,33.0,,,1.0,0.96304,1000000.0,0.0,-130.83778176,SLD,USD,CHF,20160331 05:47:15 EST,,-111.342,14416.3329175,401376.592,0.96315,15060.464,-130.83778176
34,Paper,Paper,19.4878866,USD,IDEALPRO,34.0,,,1.0,0.96265,1000000.0,1000000.0,-19.4878866,BOT,USD,CHF,20160331 06:03:55 EST,,0.0,14396.8450309,-573017.738,0.96265,15060.464,-19.4878866
35,Paper,Paper,19.4828256,USD,IDEALPRO,35.0,,,1.0,0.9624,1000000.0,0.0,-272.5328256,SLD,USD,CHF,20160331 06:22:29 EST,,-253.05,14124.3122053,401123.542,0.96265,14807.414,-272.5328256
36,Paper,Paper,19.48201584,USD,IDEALPRO,36.0,,,1.0,0.96236,1000000.0,1000000.0,-19.48201584,BOT,USD,CHF,20160331 06:22:59 EST,,0.0,14104.8301895,-572977.25,0.96236,14807.414,-19.48201584
37,Paper,Paper,19.479789,USD,IDEALPRO,37.0,,,1.0,0.96225,1000000.0,0.0,-130.821789,SLD,USD,CHF,20160331 07:14:17 EST,,-111.342,13974.0084005,401012.2,0.96236,14696.072,-130.821789
38,Paper,Paper,19.47351336,USD,IDEALPRO,38.0,,,1.0,0.96194,1000000.0,1000000.0,-19.47351336,BOT,USD,CHF,20160331 07:19:49 EST,,0.0,13954.5348871,-572663.468,0.96194,14696.072,-19.47351336
39,Paper,Paper,19.46197428,USD,IDEALPRO,39.0,,,1.0,0.96137,1000000.0,0.0,-596.41597428,SLD,USD,CHF,20160331 08:15:16 EST,,-576.954,13358.1189128,400435.246,0.96194,14119.118,-596.41597428
40,Paper,Paper,19.46197428,USD,IDEALPRO,40.0,,,1.0,0.96137,1000000.0,-1000000.0,-19.46197428,SLD,USD,CHF,20160331 09:34:55 EST,,0.0,13338.6569385,-572663.468,0.96137,14119.118,-19.46197428
41,Paper,Paper,19.46318892,USD,IDEALPRO,41.0,,,1.0,0.96143,1000000.0,0.0,-80.1951889199,BOT,USD,CHF,20160331 09:55:05 EST,,-60.7319999999,13258.4617496,400495.978,0.96137,14058.386,-80.1951889199
42,Paper,Paper,19.46197428,USD,IDEALPRO,42.0,,,1.0,0.96137,1000000.0,-1000000.0,-19.46197428,SLD,USD,CHF,20160331 13:35:55 EST,,0.0,13238.9997753,-572602.736,0.96137,14058.386,-19.46197428
43,Paper,Paper,19.46318892,USD,IDEALPRO,43.0,,,1.0,0.96143,1000000.0,0.0,-80.1951889199,BOT,USD,CHF,20160331 13:41:02 EST,,-60.7319999999,13158.8045864,400556.71,0.96137,13997.654,-80.1951889199
44,Paper,Paper,19.46197428,USD,IDEALPRO,44.0,,,1.0,0.96137,1000000.0,-1000000.0,-19.46197428,SLD,USD,CHF,20160331 15:54:11 EST,,0.0,13139.3426121,-572542.004,0.96137,13997.654,-19.46197428
45,Paper,Paper,19.46318892,USD,IDEALPRO,45.0,,,1.0,0.96143,1000000.0,0.0,-80.1951889199,BOT,USD,CHF,20160331 15:56:13 EST,,-60.7319999999,13059.1474232,400617.442,0.96137,13936.922,-80.1951889199
