trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,balance,commission,margin_available,purebalance
1.0,45.5,20160323 09:20:44 EST,20160323 09:20:44 EST,20160323 09:20:44 EST,1.11724,,EURUSD,short,,20160323 06:24:40 EST,closed,20160323 06:24:40 EST,1.11823,,,5.0,5.0,,EURUSD,,49.5,5.0,20045.5,4.0,399950.5,20049.5
2.0,78.0,20160323 09:44:29 EST,20160323 09:44:29 EST,20160323 09:44:29 EST,1.11892,,EURUSD,long,,20160323 09:20:44 EST,closed,20160323 09:20:44 EST,1.11724,,,5.0,5.0,,EURUSD,,84.0,-1.0,20123.5,6.0,400034.5,20133.5
3.0,1.5,20160323 09:45:27 EST,20160323 09:45:27 EST,20160323 09:45:27 EST,1.11909,,EURUSD,short,,20160323 09:44:29 EST,closed,20160323 09:44:29 EST,1.1192,,,5.0,5.0,,EURUSD,,5.5,5.0,20125.0,4.0,400029.0,20139.0
4.0,-13.0,20160323 09:47:22 EST,20160323 09:47:22 EST,20160323 09:47:22 EST,1.11887,,EURUSD,long,,20160323 09:46:39 EST,closed,20160323 09:45:27 EST,1.11901,,,5.0,5.0,,EURUSD,,-7.0,-5.0,20112.0,6.0,400022.0,20132.0
5.0,-9.99999999999,20160323 09:48:16 EST,20160323 09:48:16 EST,20160323 09:48:16 EST,1.11899,,EURUSD,short,,20160323 09:47:22 EST,closed,20160323 09:47:22 EST,1.11887,,,5.0,5.0,,EURUSD,,-5.99999999999,5.0,20102.0,4.0,400028.0,20126.0
6.0,-36.3,20160323 09:57:05 EST,20160323 09:57:05 EST,20160323 09:57:05 EST,1.11884,,EURUSD,long,,20160323 09:56:22 EST,closed,20160323 09:48:16 EST,1.1190812,,,5.0,5.0,,EURUSD,,-26.3,-5.0,20065.7,10.0,400001.7,20099.7
7.0,13.5,20160323 09:59:27 EST,20160323 09:59:27 EST,20160323 09:59:27 EST,1.11849,,EURUSD,short,,20160323 09:57:05 EST,closed,20160323 09:57:05 EST,1.11884,,,5.0,5.0,,EURUSD,,17.5,5.0,20079.2,4.0,399984.2,20117.2
8.0,1.3,20160323 10:05:30 EST,20160323 10:05:30 EST,20160323 10:05:30 EST,1.11825,,EURUSD,short,,20160323 10:04:30 EST,closed,20160323 10:00:57 EST,1.118028,,,5.0,5.0,,EURUSD,,9.3,5.0,20080.5,8.0,399974.9,20126.5
9.0,21.0,20160323 10:09:57 EST,20160323 10:09:57 EST,20160323 10:09:57 EST,1.1186,,EURUSD,long,,20160323 10:06:32 EST,closed,20160323 10:06:32 EST,1.1181,,,5.0,5.0,,EURUSD,,25.0,-5.0,20101.5,4.0,399999.9,20151.5
10.0,-2.0,,,,0.0,,EURUSD,short,,20160323 10:09:57 EST,open,20160323 10:09:57 EST,1.1186,,,0.0,5.0,,EURUSD,,0.0,-5.0,20099.5,2.0,344069.9,20151.5
