Date,accountid,balance,buy_power,unr_pnl,real_pnl,currency
20160318 06:23:51 EST,paperUSD,10000.0,30000.0,0,0.0,USD
20160318 06:23:51 EST,paperUSD,9998.0,18952.304,0,-2.0,USD
20160318 06:25:37 EST,paperUSD,9996.0,30000.0,0,-4.0,USD
20160318 06:35:45 EST,paperUSD,9991.448,41045.144,0,-8.552,USD
20160318 06:38:38 EST,paperUSD,9989.624,52092.664,0,-10.376,USD
20160318 06:42:54 EST,paperUSD,9991.232,63143.968,0,-8.768,USD
20160318 06:47:01 EST,paperUSD,9984.568,74196.328,0,-15.432,USD
20160318 06:50:35 EST,paperUSD,9986.264,85247.72,0,-13.736,USD
20160318 06:53:17 EST,paperUSD,9983.912,96295.768,0,-16.088,USD
20160318 06:59:21 EST,paperUSD,9983.232,107344.784,0,-16.768,USD
20160318 07:03:08 EST,paperUSD,9976.128,118397.584,0,-23.872,USD
20160318 07:12:49 EST,paperUSD,9979.76,129450.912,0,-20.24,USD
20160318 07:14:39 EST,paperUSD,9969.4,140506.968,0,-30.6,USD
20160318 07:19:34 EST,paperUSD,9979.72,151566.984,0,-20.28,USD
20160318 07:21:04 EST,paperUSD,9963.2,162629.2,0,-36.8,USD
20160318 07:23:51 EST,paperUSD,9972.2,173687.896,0,-27.8,USD
20160318 07:29:34 EST,paperUSD,9956.472,184749.32,0,-43.528,USD
20160318 07:36:46 EST,paperUSD,9968.024,195810.568,0,-31.976,USD
20160318 07:38:44 EST,paperUSD,9953.792,206870.496,0,-46.208,USD
20160318 07:40:40 EST,paperUSD,9964.552,217930.952,0,-35.448,USD
20160318 07:41:50 EST,paperUSD,9947.328,228993.872,0,-52.672,USD
20160318 07:43:47 EST,paperUSD,9960.376,240056.616,0,-39.624,USD
20160318 07:44:48 EST,paperUSD,9944.12,251118.568,0,-55.88,USD
20160318 07:45:50 EST,paperUSD,9952.416,262176.56,0,-47.584,USD
20160318 07:46:52 EST,paperUSD,9938.008,273236.664,0,-61.992,USD
20160318 07:47:50 EST,paperUSD,9949.384,284297.736,0,-50.616,USD
20160318 07:53:47 EST,paperUSD,9936.56,295356.256,0,-63.44,USD
20160318 07:55:46 EST,paperUSD,9948.024,306417.416,0,-51.976,USD
20160318 07:57:45 EST,paperUSD,9933.616,317477.52,0,-66.384,USD
20160318 07:59:39 EST,paperUSD,9943.496,328537.096,0,-56.504,USD
20160318 08:09:33 EST,paperUSD,9918.088,339608.2,0,-81.912,USD
20160318 08:11:22 EST,paperUSD,9940.288,350680.096,0,-59.712,USD
20160318 08:15:44 EST,paperUSD,9905.992,361760.088,0,-94.008,USD
20160318 08:17:42 EST,paperUSD,9932.856,372836.648,0,-67.144,USD
20160318 08:22:14 EST,paperUSD,9894.424,383920.776,0,-105.576,USD
20160318 08:27:51 EST,paperUSD,9922.344,394998.392,0,-77.656,USD
20160318 08:36:44 EST,paperUSD,9892.8,406073.632,0,-107.2,USD
