permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,1.40381,40000.0,-40000.0,-2.0,SLD,GBP,CHF,20160502 09:42:35 EST,,0.0,99998.0,1942393.25284,99994.35856,1.40381,99998.35856,100000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,0.99499,20000.0,-20000.0,-2.0,SLD,AUD,CAD,20160502 09:43:05 EST,,0.0,99996.0,1926706.2405,100602.32762,0.99499,100610.32762,100000.0,-2.0
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,0.73041,40000.0,-40000.0,-2.0,SLD,AUD,CHF,20160502 09:43:18 EST,,0.0,99994.0,1896733.13574,100597.44206,0.73041,100609.44206,100000.0,-2.0
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,1.08877,40000.0,-40000.0,-2.0,SLD,AUD,NZD,20160502 09:43:22 EST,,0.0,99992.0,1866809.38106,100589.86914,1.08877,100605.86914,100000.0,-2.0
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,1.92208,40000.0,-40000.0,-2.0,SLD,GBP,AUD,20160502 09:43:28 EST,,0.0,99990.0,1807493.99226,100586.69668,1.92208,100606.69668,100000.0,-2.0
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,1.83729,20000.0,-20000.0,-2.0,SLD,GBP,CAD,20160502 09:44:22 EST,,0.0,99988.0,1778527.27812,100572.38464,1.83729,100596.38464,100000.0,-2.0
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,2.09261,40000.0,-40000.0,-2.0,SLD,GBP,NZD,20160502 09:44:29 EST,,0.0,99986.0,1721013.98488,100566.27818,2.09261,100594.27818,100000.0,-2.0
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,0.76414,40000.0,40000.0,-2.0,BOT,CAD,CHF,20160502 09:44:40 EST,,0.0,99984.0,1689656.73584,100557.70474,0.76414,100589.70474,100000.0,-2.0
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,0.67092,40000.0,40000.0,-2.0,BOT,NZD,CHF,20160502 09:44:48 EST,,0.0,99982.0,1662124.86272,100537.51834,0.67092,100573.51834,100000.0,-2.0
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,0.87805,40000.0,40000.0,-2.0,BOT,NZD,CAD,20160502 09:45:00 EST,,0.0,99980.0,1634438.19012,100553.49344,0.87805,100593.49344,100000.0,-2.0
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,1.63955,40000.0,-40000.0,-2.0,SLD,EUR,NZD,20160502 09:45:09 EST,,0.0,99978.0,1589376.79792,100552.21326,1.63955,100596.21326,100000.0,-2.0
12,Paper,Paper,2.0,USD,IDEALPRO,12.0,,,1.0,1.50617,40000.0,40000.0,-2.0,BOT,EUR,AUD,20160502 09:45:18 EST,,0.0,99976.0,1542896.39172,100545.29206,1.50617,100593.29206,100000.0,-2.0
13,Paper,Paper,2.0,USD,IDEALPRO,13.0,,,1.0,1.43938,40000.0,-40000.0,-2.0,SLD,EUR,CAD,20160502 09:45:27 EST,,0.0,99974.0,1497509.86156,100506.97162,1.43938,100558.97162,100000.0,-2.0
14,Paper,Paper,2.0,USD,IDEALPRO,14.0,,,1.0,122.521,40000.0,40000.0,-2.0,BOT,EUR,JPY,20160502 09:45:38 EST,,0.0,99972.0,1453402.30156,100496.9642,122.521,100552.9642,100000.0,-2.0
15,Paper,Paper,2.0,USD,IDEALPRO,15.0,,,1.0,1.14843,40000.0,40000.0,-2.0,BOT,EUR,USD,20160502 09:45:41 EST,,0.0,99970.0,1407465.10156,100477.48222,1.14843,100537.48222,100000.0,-2.0
16,Paper,Paper,2.0,USD,IDEALPRO,16.0,,,1.0,1.46556,40000.0,-40000.0,-2.0,SLD,GBP,USD,20160502 09:45:43 EST,,0.0,99968.0,1348842.70156,100477.71874,1.46556,100541.71874,100000.0,-2.0
17,Paper,Paper,2.0,USD,IDEALPRO,17.0,,,1.0,0.95777,40000.0,-40000.0,-2.0,SLD,USD,CHF,20160502 09:45:45 EST,,0.0,99966.0,1309539.65184,100480.90114,0.95777,100548.90114,100000.0,-2.0
18,Paper,Paper,2.0,USD,IDEALPRO,18.0,,,1.0,106.663,40000.0,40000.0,-2.0,BOT,USD,JPY,20160502 09:45:48 EST,,0.0,99964.0,1271140.97184,100463.89454,106.663,100535.89454,100000.0,-2.0
19,Paper,Paper,2.0,USD,IDEALPRO,19.0,,,1.0,0.76244,40000.0,-40000.0,-2.0,SLD,AUD,USD,20160502 09:45:52 EST,,0.0,99962.0,1240643.37184,100467.18126,0.76244,100543.18126,100000.0,-2.0
20,Paper,Paper,2.0,USD,IDEALPRO,20.0,,,1.0,1.25336,40000.0,-40000.0,-2.0,SLD,USD,CAD,20160502 09:45:54 EST,,0.0,99960.0,1201122.42432,100455.88782,1.25336,100535.88782,100000.0,-2.0
21,Paper,Paper,2.0,USD,IDEALPRO,21.0,,,1.0,74.676,40000.0,40000.0,-2.0,BOT,NZD,JPY,20160502 09:45:56 EST,,0.0,99958.0,1174239.06432,100447.77674,74.676,100531.77674,100000.0,-2.0
22,Paper,Paper,2.0,USD,IDEALPRO,22.0,,,1.0,85.1,40000.0,40000.0,-2.0,BOT,CAD,JPY,20160502 09:45:58 EST,,0.0,99956.0,1143603.06432,100433.76806,85.1,100521.76806,100000.0,-2.0
23,Paper,Paper,2.0,USD,IDEALPRO,23.0,,,1.0,111.404,40000.0,40000.0,-2.0,BOT,CHF,JPY,20160502 09:46:00 EST,,0.0,99954.0,1103497.62432,99788.75674,111.404,99880.75674,100000.0,-2.0
24,Paper,Paper,2.0,USD,IDEALPRO,24.0,,,1.0,0.78364,40000.0,40000.0,-2.0,BOT,EUR,GBP,20160502 09:46:14 EST,,0.0,99952.0,1058187.55952,100379.50256,0.78364,100475.50256,100000.0,-2.0
25,Paper,Paper,2.0,USD,IDEALPRO,25.0,,,1.0,156.327,40000.0,-40000.0,-2.0,SLD,GBP,JPY,20160502 09:46:21 EST,,0.0,99950.0,1001909.83952,100329.36672,156.327,100429.36672,100000.0,-2.0
26,Paper,Paper,2.0,USD,IDEALPRO,26.0,,,1.0,1.10004,40000.0,40000.0,-2.0,BOT,EUR,CHF,20160502 09:46:44 EST,,0.0,99948.0,956768.59808,100322.44894,1.10004,100426.44894,100000.0,-2.0
27,Paper,Paper,2.0,USD,IDEALPRO,27.0,,,1.0,81.302,40000.0,40000.0,-2.0,BOT,AUD,JPY,20160502 09:46:53 EST,,0.0,99946.0,927499.87808,100372.19894,81.302,100480.19894,100000.0,-2.0
28,Paper,Paper,2.0,USD,IDEALPRO,28.0,,,1.0,0.70012,40000.0,40000.0,-2.0,BOT,NZD,USD,20160502 09:47:03 EST,,0.0,99944.0,899495.07808,100353.19952,0.70012,100465.19952,100000.0,-2.0
29,Paper,Paper,2.0,USD,IDEALPRO,29.0,,,1.0,1.40252,80000.0,40000.0,50.93644,BOT,GBP,CHF,20160502 10:01:18 EST,,52.93644,99994.93644,899495.07808,99827.66626,1.40252,99941.66626,100052.93644,50.93644
30,Paper,Paper,2.0,USD,IDEALPRO,30.0,,,1.0,0.95558,20000.0,-40000.0,-2.0,SLD,AUD,CAD,20160502 10:07:39 EST,,0.0,99992.93644,884429.4038,100651.94832,0.975285,100767.94832,100052.93644,-2.0
31,Paper,Paper,2.0,USD,IDEALPRO,31.0,,,1.0,2.09451,80000.0,40000.0,-54.2196,BOT,GBP,NZD,20160502 10:07:56 EST,,-52.2196,99938.71684,884429.4038,100649.57112,2.09451,100767.57112,100000.71684,-54.2196
32,Paper,Paper,2.0,USD,IDEALPRO,32.0,,,1.0,0.66915,80000.0,-40000.0,-74.63372,SLD,NZD,CHF,20160502 10:07:58 EST,,-72.63372,99864.08312,884429.4038,100629.86528,0.66915,100749.86528,99928.08312,-74.63372
33,Paper,Paper,2.0,USD,IDEALPRO,33.0,,,1.0,0.87821,80000.0,-40000.0,3.04512,SLD,NZD,CAD,20160502 10:08:00 EST,,5.04512,99867.12824,884429.4038,99375.20276,0.87821,99497.20276,99933.12824,3.04512
