trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,balance,commission,margin_available,purebalance
6.0,-12.5,20160323 05:44:50 EST,20160323 05:44:50 EST,20160323 05:44:50 EST,0.75902,,AUDUSD,long,,20160323 05:42:04 EST,closed,20160323 05:42:04 EST,0.75919,,,5.0,5.0,,AUDUSD,,-8.49999999999,-5.0,19975.5,4.0,69859.9587,19991.5
8.0,45.5,20160323 06:21:33 EST,20160323 06:21:33 EST,20160323 06:21:33 EST,0.75803,,AUDUSD,short,,20160323 05:44:50 EST,closed,20160323 05:44:50 EST,0.75902,,,5.0,5.0,,AUDUSD,,49.5,5.0,20021.0,4.0,69810.4587,20041.0
7.0,32.2489,20160323 06:23:29 EST,20160323 06:23:29 EST,20160323 06:23:29 EST,1.30795,,USDCAD,long,,20160323 05:42:07 EST,closed,20160323 05:42:07 EST,1.30698,,,5.0,5.0,,USDCAD,,36.2489,-5.0,20053.2489,4.0,80787.0502,20077.2489
9.0,-1.5,20160323 06:32:09 EST,20160323 06:32:09 EST,20160323 06:32:09 EST,0.75808,,AUDUSD,long,,20160323 06:21:33 EST,closed,20160323 06:21:33 EST,0.75803,,,5.0,5.0,,AUDUSD,,2.5,-5.0,20051.7489,4.0,69812.9587,20079.7489
11.0,-61.0,20160323 06:55:57 EST,20160323 06:55:57 EST,20160323 06:55:57 EST,0.75922,,AUDUSD,short,,20160323 06:32:09 EST,closed,20160323 06:32:09 EST,0.75808,,,5.0,5.0,,AUDUSD,,-57.0,5.0,19990.7489,4.0,69869.9587,20022.7489
12.0,-22.0,20160323 07:10:40 EST,20160323 07:10:40 EST,20160323 07:10:40 EST,0.75886,,AUDUSD,long,,20160323 06:55:57 EST,closed,20160323 06:55:57 EST,0.75922,,,5.0,5.0,,AUDUSD,,-18.0,-5.0,19968.7489,4.0,69851.9587,20004.7489
4.0,-120.9091,20160323 07:13:50 EST,20160323 07:13:50 EST,20160323 07:13:50 EST,0.97336,,USDCHF,long,,20160323 05:41:49 EST,closed,20160323 05:41:49 EST,0.97567,,,5.0,5.0,,USDCHF,,-116.9091,-5.0,19847.8398,4.0,81170.7083,19887.8398
13.0,-52.5,20160323 07:36:07 EST,20160323 07:36:07 EST,20160323 07:36:07 EST,0.75983,,AUDUSD,short,,20160323 07:10:40 EST,closed,20160323 07:10:40 EST,0.75886,,,5.0,5.0,,AUDUSD,,-48.5,5.0,19795.3398,4.0,69900.4587,19839.3398
10.0,69.6189,20160323 07:38:25 EST,20160323 07:38:25 EST,20160323 07:38:25 EST,1.30598,,USDCAD,short,,20160323 06:23:29 EST,closed,20160323 06:23:29 EST,1.30795,,,5.0,5.0,,USDCAD,,73.6189,5.0,19864.9587,4.0,80713.4313,19912.9587
14.0,-13.6159,20160323 07:39:19 EST,20160323 07:39:19 EST,20160323 07:39:19 EST,0.97355,,USDCHF,short,,20160323 07:13:50 EST,closed,20160323 07:13:50 EST,0.97336,,,5.0,5.0,,USDCHF,,-9.6159,5.0,19851.3428,4.0,81180.3242,19903.3428
17.0,-18.6769,20160323 07:49:08 EST,20160323 07:49:08 EST,20160323 07:49:08 EST,0.97326,,USDCHF,long,,20160323 07:39:19 EST,closed,20160323 07:39:19 EST,0.97355,,,5.0,5.0,,USDCHF,,-14.6769,-5.0,19832.6659,4.0,81165.6473,19888.6659
15.0,-35.5,20160323 07:58:56 EST,20160323 07:58:56 EST,20160323 07:58:56 EST,0.7592,,AUDUSD,long,,20160323 07:36:07 EST,closed,20160323 07:36:07 EST,0.75983,,,5.0,5.0,,AUDUSD,,-31.5,-5.0,19797.1659,4.0,69868.9587,19857.1659
16.0,6.8373,20160323 08:02:50 EST,20160323 08:02:50 EST,20160323 08:02:50 EST,1.30627,,USDCAD,long,,20160323 07:38:25 EST,closed,20160323 07:38:25 EST,1.30598,,,5.0,5.0,,USDCAD,,10.8373,-5.0,19804.0032,4.0,80724.2686,19868.0032
19.0,29.5,20160323 08:12:43 EST,20160323 08:12:43 EST,20160323 08:12:43 EST,0.75853,,AUDUSD,short,,20160323 07:58:56 EST,closed,20160323 07:58:56 EST,0.7592,,,5.0,5.0,,AUDUSD,,33.5,5.0,19833.5032,4.0,69835.4587,19901.5032
20.0,-55.1969,20160323 08:16:44 EST,20160323 08:16:44 EST,20160323 08:16:44 EST,1.30764,,USDCAD,short,,20160323 08:02:50 EST,closed,20160323 08:02:50 EST,1.30627,,,5.0,5.0,,USDCAD,,-51.1969,5.0,19778.3063,4.0,80775.4655,19850.3063
18.0,-53.5978,20160323 08:17:23 EST,20160323 08:17:23 EST,20160323 08:17:23 EST,0.97424,,USDCHF,short,,20160323 07:49:08 EST,closed,20160323 07:49:08 EST,0.97326,,,5.0,5.0,,USDCHF,,-49.5978,5.0,19724.7085,4.0,81215.2451,19800.7085
21.0,-38.0,20160323 08:26:56 EST,20160323 08:26:56 EST,20160323 08:26:56 EST,0.75785,,AUDUSD,long,,20160323 08:12:43 EST,closed,20160323 08:12:43 EST,0.75853,,,5.0,5.0,,AUDUSD,,-34.0,-5.0,19686.7085,4.0,69801.4587,19766.7085
23.0,7.6403,20160323 08:30:16 EST,20160323 08:30:16 EST,20160323 08:30:16 EST,0.97447,,USDCHF,long,,20160323 08:17:23 EST,closed,20160323 08:17:23 EST,0.97424,,,5.0,5.0,,USDCHF,,11.6403,-5.0,19694.3488,4.0,81226.8854,19778.3488
22.0,72.6085,20160323 08:40:45 EST,20160323 08:40:45 EST,20160323 08:40:45 EST,1.30969,,USDCAD,long,,20160323 08:16:44 EST,closed,20160323 08:16:44 EST,1.30764,,,5.0,5.0,,USDCAD,,76.6085,-5.0,19766.9573,4.0,80852.074,19854.9573
25.0,-10.5793,20160323 08:43:51 EST,20160323 08:43:51 EST,20160323 08:43:51 EST,0.9746,,USDCHF,short,,20160323 08:30:16 EST,closed,20160323 08:30:16 EST,0.97447,,,5.0,5.0,,USDCHF,,-6.5793,5.0,19756.378,4.0,81233.4647,19848.378
3.0,92.5,20160323 08:59:00 EST,20160323 08:59:00 EST,20160323 08:59:00 EST,1.41526,,GBPUSD,short,,20160323 05:41:41 EST,closed,20160323 05:41:41 EST,1.41719,,,5.0,5.0,,GBPUSD,,96.5,5.0,19848.878,4.0,102671.9587,19944.878
26.0,-163.1962,20160323 09:17:59 EST,20160323 09:17:59 EST,20160323 09:17:59 EST,1.31395,,USDCAD,short,,20160323 08:40:45 EST,closed,20160323 08:40:45 EST,1.30969,,,5.0,5.0,,USDCAD,,-159.1962,5.0,19685.6818,4.0,81011.2702,19785.6818
27.0,22.3172,20160323 09:21:44 EST,20160323 09:21:44 EST,20160323 09:21:44 EST,0.97512,,USDCHF,long,,20160323 08:43:51 EST,closed,20160323 08:43:51 EST,0.9746,,,5.0,5.0,,USDCHF,,26.3172,-5.0,19707.999,4.0,81259.7819,19811.999
1.0,-22.5,20160323 09:39:34 EST,20160323 09:39:34 EST,20160323 09:39:34 EST,1.11938,,EURUSD,short,,20160323 05:41:21 EST,closed,20160323 05:41:21 EST,1.11901,,,5.0,5.0,,EURUSD,,-18.5,5.0,19685.499,4.0,87877.9587,19793.499
29.0,80.4562,20160323 09:43:49 EST,20160323 09:43:49 EST,20160323 09:43:49 EST,1.31621,,USDCAD,long,,20160323 09:17:59 EST,closed,20160323 09:17:59 EST,1.31395,,,5.0,5.0,,USDCAD,,84.4562,-5.0,19765.9552,4.0,81095.7264,19877.9552
30.0,35.9819,20160323 09:44:27 EST,20160323 09:44:27 EST,20160323 09:44:27 EST,0.97433,,USDCHF,short,,20160323 09:21:44 EST,closed,20160323 09:21:44 EST,0.97512,,,5.0,5.0,,USDCHF,,39.9819,5.0,19801.9371,4.0,81219.8,19917.9371
5.0,21.08,20160323 09:59:52 EST,20160323 09:59:52 EST,20160323 09:59:52 EST,112.782,,USDJPY,long,,20160323 05:41:56 EST,closed,20160323 05:41:56 EST,112.725,,,5.0,5.0,,USDJPY,,25.08,-5.0,19823.0171,4.0,81533.0387,19943.0171
31.0,-70.0,20160323 10:03:41 EST,20160323 10:03:41 EST,20160323 10:03:41 EST,1.11806,,EURUSD,long,,20160323 09:39:34 EST,closed,20160323 09:39:34 EST,1.11938,,,5.0,5.0,,EURUSD,,-66.0,-5.0,19753.0171,4.0,87811.9587,19877.0171
28.0,-194.5,20160323 10:05:46 EST,20160323 10:05:46 EST,20160323 10:05:46 EST,1.41145,,GBPUSD,long,,20160323 08:59:00 EST,closed,20160323 08:59:00 EST,1.41526,,,5.0,5.0,,GBPUSD,,-190.5,-5.0,19558.5171,4.0,102481.4587,19686.5171
32.0,-109.0097,20160323 10:10:10 EST,20160323 10:10:10 EST,20160323 10:10:10 EST,1.31902,,USDCAD,short,,20160323 09:43:49 EST,closed,20160323 09:43:49 EST,1.31621,,,5.0,5.0,,USDCAD,,-105.0097,5.0,19449.5074,4.0,81200.7361,19581.5074
34.0,-13.24,20160323 10:23:54 EST,20160323 10:23:54 EST,20160323 10:23:54 EST,112.803,,USDJPY,short,,20160323 09:59:52 EST,closed,20160323 09:59:52 EST,112.782,,,5.0,5.0,,USDJPY,,-9.23999999999,5.0,19436.2674,4.0,81542.2787,19572.2674
35.0,28.5,20160323 10:28:57 EST,20160323 10:28:57 EST,20160323 10:28:57 EST,1.11741,,EURUSD,short,,20160323 10:03:41 EST,closed,20160323 10:03:41 EST,1.11806,,,5.0,5.0,,EURUSD,,32.5,5.0,19464.7674,4.0,87779.4587,19604.7674
36.0,5.0,20160323 10:31:02 EST,20160323 10:31:02 EST,20160323 10:31:02 EST,1.41127,,GBPUSD,short,,20160323 10:05:46 EST,closed,20160323 10:05:46 EST,1.41145,,,5.0,5.0,,GBPUSD,,9.0,5.0,19469.7674,4.0,102472.4587,19613.7674
37.0,21.7853,20160323 10:32:34 EST,20160323 10:32:34 EST,20160323 10:32:34 EST,1.31971,,USDCAD,long,,20160323 10:10:10 EST,closed,20160323 10:10:10 EST,1.31902,,,5.0,5.0,,USDCAD,,25.7853,-5.0,19491.5527,4.0,81226.5214,19639.5527
33.0,-50.0551,20160323 10:34:06 EST,20160323 10:34:06 EST,20160323 10:34:06 EST,0.97342,,USDCHF,long,,20160323 09:44:27 EST,closed,20160323 09:44:27 EST,0.97433,,,5.0,5.0,,USDCHF,,-46.0551,-5.0,19441.4976,4.0,81173.7449,19593.4976
39.0,30.5,20160323 10:54:56 EST,20160323 10:54:56 EST,20160323 10:54:56 EST,1.1181,,EURUSD,long,,20160323 10:28:57 EST,closed,20160323 10:28:57 EST,1.11741,,,5.0,5.0,,EURUSD,,34.5,-5.0,19471.9976,4.0,87813.9587,19627.9976
40.0,90.0,20160323 10:56:27 EST,20160323 10:56:27 EST,20160323 10:56:27 EST,1.41315,,GBPUSD,long,,20160323 10:31:02 EST,closed,20160323 10:31:02 EST,1.41127,,,5.0,5.0,,GBPUSD,,94.0,-5.0,19561.9976,4.0,102566.4587,19721.9976
41.0,40.4703,20160323 10:57:29 EST,20160323 10:57:29 EST,20160323 10:57:29 EST,1.31852,,USDCAD,short,,20160323 10:32:34 EST,closed,20160323 10:32:34 EST,1.31971,,,5.0,5.0,,USDCAD,,44.4703,5.0,19602.4679,4.0,81182.0511,19766.4679
44.0,94.5,20160323 11:19:52 EST,20160323 11:19:52 EST,20160323 11:19:52 EST,1.41118,,GBPUSD,short,,20160323 10:56:27 EST,closed,20160323 10:56:27 EST,1.41315,,,5.0,5.0,,GBPUSD,,98.5,5.0,19696.9679,4.0,102467.9587,19864.9679
