Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency
20160323 05:41:04 EST,paperUSD,20000.0,20000.0,400000.0,0,0.0,0.0,USD
20160323 05:41:04 EST,paperUSD,19998.0,20000.0,389832.304,0,-2.0,0.0,USD
20160323 06:34:54 EST,paperUSD,19999.168,20003.168,389832.304,0,-0.832,3.168,USD
20160323 09:06:12 EST,paperUSD,20007.904,20013.904,400007.568,0,7.904,13.904,USD
20160323 09:19:15 EST,paperUSD,20005.904,20013.904,349090.328,0,5.904,13.904,USD
20160323 09:40:46 EST,paperUSD,20011.824,20021.824,400015.488,0,11.824,21.824,USD
20160323 09:42:26 EST,paperUSD,20009.824,20021.824,349105.288,0,9.824,21.824,USD
20160323 09:45:20 EST,paperUSD,20023.224,20037.224,400000.088,0,23.224,37.224,USD
20160323 09:48:30 EST,paperUSD,20021.224,20037.224,349091.648,0,21.224,37.224,USD
20160323 10:10:56 EST,paperUSD,19995.464,20013.464,349091.648,0,-4.53599999999,13.464,USD
20160323 10:13:28 EST,paperUSD,20000.064,20020.064,400030.448,0,0.0640000000102,20.064,USD
20160323 10:19:01 EST,paperUSD,19998.064,20020.064,349071.408,0,-1.93599999999,20.064,USD
20160323 10:22:33 EST,paperUSD,19996.944,20020.944,400029.568,0,-3.05599999999,20.944,USD
20160323 10:23:34 EST,paperUSD,19994.944,20020.944,349077.568,0,-5.05599999999,20.944,USD
20160323 10:24:35 EST,paperUSD,19984.584,20012.584,400037.928,0,-15.416,12.584,USD
20160323 10:26:05 EST,paperUSD,19982.584,20012.584,349074.928,0,-17.416,12.584,USD
20160323 10:28:06 EST,paperUSD,19983.752,20015.752,389848.496,0,-16.248,15.752,USD
20160323 10:31:38 EST,paperUSD,19983.864,20017.864,349069.648,0,-16.136,17.864,USD
20160323 10:34:39 EST,paperUSD,19975.264,20011.264,400049.808,0,-24.736,11.264,USD
20160323 10:37:41 EST,paperUSD,19973.264,20011.264,349078.448,0,-26.736,11.264,USD
20160323 10:45:45 EST,paperUSD,19971.968,20011.968,359272.016,0,-28.032,11.968,USD
20160323 10:46:46 EST,paperUSD,19969.968,20011.968,349081.704,0,-30.032,11.968,USD
20160323 10:47:48 EST,paperUSD,19980.728,20024.728,389845.416,0,-19.272,24.728,USD
20160323 10:48:48 EST,paperUSD,19977.144,20023.144,349088.04,0,-22.856,23.144,USD
20160323 10:50:20 EST,paperUSD,19968.984,20016.984,389850.344,0,-31.016,16.984,USD
20160323 10:51:21 EST,paperUSD,19962.496,20012.496,349105.992,0,-37.504,12.496,USD
20160323 10:52:52 EST,paperUSD,19953.456,20005.456,389857.384,0,-46.544,5.456,USD
20160323 10:54:23 EST,paperUSD,19951.456,20005.456,349109.864,0,-48.544,5.456,USD
20160323 10:56:25 EST,paperUSD,19947.4144,20003.4144,389858.792,0,-52.5856,3.4144,USD
20160323 10:57:26 EST,paperUSD,19945.4144,20003.4144,349108.456,0,-54.5856,3.4144,USD
20160323 10:58:26 EST,paperUSD,19947.832,20007.832,389854.568,0,-52.168,7.832,USD
20160323 10:59:27 EST,paperUSD,19945.832,20007.832,349116.552,0,-54.168,7.832,USD
20160323 11:00:28 EST,paperUSD,19936.2288,20000.2288,389848.584,0,-63.7712,0.228799999998,USD
20160323 11:01:59 EST,paperUSD,19931.712,19997.712,349119.016,0,-68.288,-2.288,USD
20160323 11:02:29 EST,paperUSD,19929.712,19997.712,389848.584,0,-70.288,-2.288,USD
20160323 11:03:30 EST,paperUSD,19927.712,19997.712,349121.832,0,-72.288,-2.288,USD
20160323 11:04:00 EST,paperUSD,19922.0512,19994.0512,389852.808,0,-77.9488,-5.9488,USD
20160323 11:05:01 EST,paperUSD,19920.0512,19994.0512,349125.352,0,-79.9488,-5.9488,USD
20160323 11:06:02 EST,paperUSD,19914.496,19990.496,389855.624,0,-85.504,-9.504,USD
20160323 11:06:33 EST,paperUSD,19912.32,19990.32,389855.624,0,-87.68,-9.68,USD
20160323 11:10:04 EST,paperUSD,19909.616,19989.616,389855.624,0,-90.384,-10.384,USD
20160323 11:12:35 EST,paperUSD,19907.088,19989.088,389855.624,0,-92.912,-10.912,USD
20160323 11:13:05 EST,paperUSD,19903.24,19987.24,349117.96,0,-96.76,-12.76,USD
20160323 11:16:36 EST,paperUSD,19892.0,19978.0,400030.8,0,-108.0,-22.0,USD
20160323 11:17:37 EST,paperUSD,19890.0,19978.0,349113.56,0,-110.0,-22.0,USD
20160323 11:19:38 EST,paperUSD,19883.6,19973.6,400026.4,0,-116.4,-26.4,USD
20160323 11:22:39 EST,paperUSD,19881.6,19973.6,389839.608,0,-118.4,-26.4,USD
20160323 11:24:10 EST,paperUSD,19879.6,19973.6,349090.68,0,-120.4,-26.4,USD
20160323 11:25:10 EST,paperUSD,19873.2,19969.2,349090.68,0,-126.8,-30.8,USD
20160323 11:26:11 EST,paperUSD,19864.6,19962.6,349090.68,0,-135.4,-37.4,USD
20160323 11:27:13 EST,paperUSD,19849.576,19949.576,389850.52,0,-150.424,-50.424,USD
20160323 11:28:15 EST,paperUSD,19847.576,19949.576,349092.44,0,-152.424,-50.424,USD
20160323 11:28:45 EST,paperUSD,19843.2,19947.2,349092.44,0,-156.8,-52.8,USD
20160323 11:29:46 EST,paperUSD,19830.64,19936.64,349092.44,0,-169.36,-63.36,USD
20160323 11:30:47 EST,paperUSD,19825.56,19933.56,349092.44,0,-174.44,-66.44,USD
20160323 11:32:48 EST,paperUSD,19805.52,19915.52,389829.752,0,-194.48,-84.48,USD
20160323 11:33:49 EST,paperUSD,19801.584,19913.584,400016.016,0,-198.416,-86.416,USD
20160323 11:37:50 EST,paperUSD,19799.584,19913.584,349098.336,0,-200.416,-86.416,USD
20160323 11:43:23 EST,paperUSD,19798.024,19914.024,349098.336,0,-201.976,-85.976,USD
20160323 11:50:28 EST,paperUSD,19832.104,19950.104,399980.376,0,-167.896,-49.896,USD
20160323 11:58:36 EST,paperUSD,19830.104,19950.104,349063.576,0,-169.896,-49.896,USD
20160323 12:03:11 EST,paperUSD,19821.064,19943.064,349063.576,0,-178.936,-56.936,USD
20160323 12:04:44 EST,paperUSD,19827.864,19951.864,349063.576,0,-172.136,-48.136,USD
20160323 12:05:22 EST,paperUSD,19828.504,19954.504,349063.576,0,-171.496,-45.496,USD
20160323 12:07:23 EST,paperUSD,19814.624,19942.624,389798.072,0,-185.376,-57.376,USD
20160323 12:08:24 EST,paperUSD,19812.624,19942.624,349064.28,0,-187.376,-57.376,USD
20160323 12:09:24 EST,paperUSD,19800.68,19932.68,389806.168,0,-199.32,-67.32,USD
20160323 12:10:56 EST,paperUSD,19796.92,19930.92,349071.32,0,-203.08,-69.08,USD
20160323 12:11:58 EST,paperUSD,19796.24,19932.24,389805.112,0,-203.76,-67.76,USD
20160323 12:17:03 EST,paperUSD,19794.24,19932.24,349077.304,0,-205.76,-67.76,USD
20160323 12:19:05 EST,paperUSD,19765.664,19905.664,399961.984,0,-234.336,-94.336,USD
20160323 12:20:08 EST,paperUSD,19763.664,19905.664,349091.824,0,-236.336,-94.336,USD
20160323 12:21:09 EST,paperUSD,19763.864,19907.864,399959.784,0,-236.136,-92.136,USD
20160323 12:22:10 EST,paperUSD,19761.864,19907.864,349095.784,0,-238.136,-92.136,USD
20160323 12:23:11 EST,paperUSD,19750.36,19898.36,389777.48,0,-249.64,-101.64,USD
20160323 12:24:13 EST,paperUSD,19748.36,19898.36,349101.064,0,-251.64,-101.64,USD
20160323 12:25:13 EST,paperUSD,19746.2192,19898.2192,389780.296,0,-253.7808,-101.7808,USD
20160323 12:27:44 EST,paperUSD,19744.2192,19898.2192,349102.824,0,-255.7808,-101.7808,USD
20160323 12:29:15 EST,paperUSD,19736.024,19892.024,399943.944,0,-263.976,-107.976,USD
20160323 12:30:20 EST,paperUSD,19734.024,19892.024,349102.824,0,-265.976,-107.976,USD
20160323 12:31:21 EST,paperUSD,19739.504,19899.504,389781.704,0,-260.496,-100.496,USD
20160323 12:32:52 EST,paperUSD,19734.512,19896.512,349090.856,0,-265.488,-103.488,USD
20160323 12:35:24 EST,paperUSD,19703.472,19867.472,349090.856,0,-296.528,-132.528,USD
20160323 12:36:24 EST,paperUSD,19701.032,19867.032,399925.816,0,-298.968,-132.968,USD
20160323 12:37:25 EST,paperUSD,19699.032,19867.032,349089.096,0,-300.968,-132.968,USD
20160323 12:40:29 EST,paperUSD,19680.312,19850.312,349089.096,0,-319.688,-149.688,USD
20160323 12:42:00 EST,paperUSD,19670.832,19842.832,349089.096,0,-329.168,-157.168,USD
20160323 12:45:04 EST,paperUSD,19665.752,19839.752,399913.496,0,-334.248,-160.248,USD
20160323 12:53:15 EST,paperUSD,19663.752,19839.752,349110.216,0,-336.248,-160.248,USD
20160323 12:56:48 EST,paperUSD,19653.392,19831.392,399921.856,0,-346.608,-168.608,USD
20160323 13:00:49 EST,paperUSD,19651.392,19831.392,349142.336,0,-348.608,-168.608,USD
20160323 13:04:56 EST,paperUSD,19670.952,19852.952,349142.336,0,-329.048,-147.048,USD
20160323 13:13:36 EST,paperUSD,19663.672,19847.672,399948.696,0,-336.328,-152.328,USD
20160323 13:16:37 EST,paperUSD,19661.672,19847.672,389788.744,0,-338.328,-152.328,USD
20160323 13:18:08 EST,paperUSD,19659.584,19847.584,349148.584,0,-340.416,-152.416,USD
20160323 13:19:09 EST,paperUSD,19652.656,19842.656,389783.816,0,-347.344,-157.344,USD
20160323 13:21:44 EST,paperUSD,19649.072,19841.072,349149.992,0,-350.928,-158.928,USD
20160323 13:23:46 EST,paperUSD,19646.192,19840.192,399943.152,0,-353.808,-159.808,USD
20160323 13:25:17 EST,paperUSD,19644.192,19840.192,349151.312,0,-355.808,-159.808,USD
20160323 13:26:20 EST,paperUSD,19635.152,19833.152,399936.112,0,-364.848,-166.848,USD
20160323 13:29:55 EST,paperUSD,19633.152,19833.152,349150.872,0,-366.848,-166.848,USD
20160323 13:30:28 EST,paperUSD,19624.552,19826.552,349150.872,0,-375.448,-173.448,USD
20160323 13:32:03 EST,paperUSD,19614.632,19818.632,349150.872,0,-385.368,-181.368,USD
20160323 13:33:10 EST,paperUSD,19608.056,19814.056,389782.584,0,-391.944,-185.944,USD
20160323 13:34:11 EST,paperUSD,19606.056,19814.056,399939.368,0,-393.944,-185.944,USD
20160323 13:37:49 EST,paperUSD,19604.056,19814.056,389783.2,0,-395.944,-185.944,USD
20160323 13:39:52 EST,paperUSD,19600.736,19812.736,399940.688,0,-399.264,-187.264,USD
20160323 13:41:22 EST,paperUSD,19598.736,19812.736,349165.128,0,-401.264,-187.264,USD
20160323 13:42:54 EST,paperUSD,19587.936,19803.936,389794.376,0,-412.064,-196.064,USD
20160323 13:43:55 EST,paperUSD,19583.648,19801.648,399951.776,0,-416.352,-198.352,USD
20160323 13:51:05 EST,paperUSD,19581.648,19801.648,389797.984,0,-418.352,-198.352,USD
20160323 13:52:07 EST,paperUSD,19577.448,19799.448,399949.576,0,-422.552,-200.552,USD
20160323 13:55:40 EST,paperUSD,19575.448,19799.448,389797.368,0,-424.552,-200.552,USD
20160323 13:57:44 EST,paperUSD,19574.328,19800.328,399948.696,0,-425.672,-199.672,USD
20160323 14:07:38 EST,paperUSD,19572.328,19800.328,389794.024,0,-427.672,-199.672,USD
20160323 14:12:24 EST,paperUSD,19573.584,19803.584,399945.44,0,-426.416,-196.416,USD
20160323 14:18:37 EST,paperUSD,19571.584,19803.584,389790.768,0,-428.416,-196.416,USD
20160323 14:20:16 EST,paperUSD,19567.56,19801.56,389790.768,0,-432.44,-198.44,USD
20160323 14:22:21 EST,paperUSD,19565.384,19801.384,389790.768,0,-434.616,-198.616,USD
20160323 14:23:52 EST,paperUSD,19561.536,19799.536,399941.744,0,-438.464,-200.464,USD
20160323 14:25:24 EST,paperUSD,19559.536,19799.536,389790.416,0,-440.464,-200.464,USD
20160323 14:29:34 EST,paperUSD,19554.984,19796.984,399939.192,0,-445.016,-203.016,USD
20160323 14:30:37 EST,paperUSD,19552.984,19796.984,389790.504,0,-447.016,-203.016,USD
20160323 14:33:40 EST,paperUSD,19549.224,19795.224,389790.504,0,-450.776,-204.776,USD
20160323 14:35:11 EST,paperUSD,19546.784,19794.784,389790.504,0,-453.216,-205.216,USD
20160323 14:36:14 EST,paperUSD,19543.464,19793.464,389790.504,0,-456.536,-206.536,USD
20160323 14:45:24 EST,paperUSD,19539.44,19791.44,349198.216,0,-460.56,-208.56,USD
20160323 14:46:28 EST,paperUSD,19518.96,19772.96,399920.096,0,-481.04,-227.04,USD
20160323 14:48:00 EST,paperUSD,19516.96,19772.96,349187.656,0,-483.04,-227.04,USD
20160323 14:49:01 EST,paperUSD,19506.16,19764.16,349187.656,0,-493.84,-235.84,USD
20160323 14:50:02 EST,paperUSD,19504.6,19764.6,349187.656,0,-495.4,-235.4,USD
20160323 14:51:32 EST,paperUSD,19500.84,19762.84,389764.808,0,-499.16,-237.16,USD
20160323 14:53:05 EST,paperUSD,19496.904,19760.904,349179.912,0,-503.096,-239.096,USD
20160323 14:54:06 EST,paperUSD,19480.824,19746.824,349179.912,0,-519.176,-253.176,USD
20160323 14:57:10 EST,paperUSD,19476.624,19744.624,349179.912,0,-523.376,-255.376,USD
20160323 14:58:11 EST,paperUSD,19467.144,19737.144,349179.912,0,-532.856,-262.856,USD
20160323 14:59:12 EST,paperUSD,19477.904,19749.904,389739.112,0,-522.096,-250.096,USD
20160323 15:00:26 EST,paperUSD,19474.408,19748.408,349185.896,0,-525.592,-251.592,USD
20160323 15:01:59 EST,paperUSD,19459.208,19735.208,349185.896,0,-540.792,-264.792,USD
20160323 15:03:06 EST,paperUSD,19469.968,19747.968,349185.896,0,-530.032,-252.032,USD
20160323 15:04:44 EST,paperUSD,19470.432,19750.432,389757.416,0,-529.568,-249.568,USD
